표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7005750005","005750","대림B&Co보통주","대림B&Co","DAELIM B&Co","1992/12/23","KOSPI","주권",,"보통주","1000","16672240"
"KR7006570006","006570","대림통상보통주","대림통상","DaelimTrading","1975/11/20","KOSPI","주권",,"보통주","1000","15225000"
"KR7001681006","001685","대상1우선주","대상우","Daesang(1P)","1989/11/21","KOSPI","주권",,"구형우선주","1000","1370223"
"KR7001680008","001680","대상보통주","대상","Daesang","1970/04/01","KOSPI","주권",,"보통주","1000","34648025"
"KR7084691005","084695","대상홀딩스 1우선주","대상홀딩스우","Daesang Holdings(1P)","2005/08/17","KOSPI","주권",,"구형우선주","1000","913482"
"KR7084690007","084690","대상홀딩스 보통주","대상홀딩스","Daesang Holdings","2005/08/17","KOSPI","주권",,"보통주","1000","36212538"
"KR7128820008","128820","대성산업보통주","대성산업","DAESUNG INDUSTRIAL","2010/07/30","KOSPI","주권",,"보통주","5000","45235478"
"KR7117580001","117580","대성에너지보통주","대성에너지","DAESUNG ENERGY","2010/12/24","KOSPI","주권",,"보통주","1000","27500000"
"KR7016710006","016710","대성홀딩스보통주","대성홀딩스","DAESUNG HOLDINGS","1999/12/22","KOSPI","주권",,"보통주","1000","16089459"
"KR7003541000","003545","대신증권1우선주","대신증권우","DaishinSecurities(1P)","1988/09/01","KOSPI","주권",,"구형우선주","5000","26000000"
"KR7003542008","003547","대신증권2우선주(신형)","대신증권2우B","DAISHINSECURITIES(2PB)","2007/11/09","KOSPI","주권",,"신형우선주","5000","10000000"
"KR7003540002","003540","대신증권보통주","대신증권","DaishinSecurities","1975/10/01","KOSPI","주권",,"보통주","5000","50773400"
"KR7009190000","009190","대양금속보통주","대양금속","DaiyangMetal","1994/04/29","KOSPI","주권",,"보통주","500","36992260"
"KR7014160006","014160","대영포장보통주","대영포장","DaeyoungPackaging","1990/03/06","KOSPI","주권",,"보통주","500","108394549"
"KR7047040001","047040","대우건설보통주","대우건설","DaewooEngineering&Construction","2001/03/23","KOSPI","주권",,"보통주","5000","415622638"
"KR7009320003","009320","대우전자부품보통주","대우부품","DAEWOO ELECTRONIC COMPONENTS","1989/08/25","KOSPI","주권",,"보통주","500","47646375"
"KR7003090008","003090","대웅보통주","대웅","Daewoong","1973/06/26","KOSPI","주권",,"보통주","500","58141980"
"KR7069620003","069620","대웅제약보통주","대웅제약","DAEWOONGPHARMACEUTICAL","2002/11/01","KOSPI","주권",,"보통주","2500","11586575"
"KR7000430009","000430","대원강업보통주","대원강업","DaewonKangup","1977/06/22","KOSPI","주권",,"보통주","500","62000000"
"KR7006341002","006345","대원전선1우선주","대원전선우","DaewonCable(1P)","1989/06/21","KOSPI","주권",,"구형우선주","500","2621200"
"KR7006340004","006340","대원전선보통주","대원전선","DaewonCable","1988/05/04","KOSPI","주권",,"보통주","500","71964534"
"KR7003220001","003220","대원제약보통주","대원제약","DaewonPharmaceutical","1999/12/15","KOSPI","주권",,"보통주","500","21964670"
"KR7024890006","024890","대원화성보통주","대원화성","DaewonChemical","1997/10/28","KOSPI","주권",,"보통주","500","41249152"
"KR7002880003","002880","대유에이텍","대유에이텍","DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO.,LTD","1977/02/18","KOSPI","주권",,"보통주","500","115932893"
"KR7000300004","000300","대유플러스보통주","대유플러스","DAYOUPLUS","1975/06/09","KOSPI","주권",,"보통주","500","120998774"
"KR7015230006","015230","대창단조보통주","대창단조","DaechangForging","1989/07/25","KOSPI","주권",,"보통주","500","28572230"
"KR7012800009","012800","대창보통주","대창","DAECHANG","1989/12/05","KOSPI","주권",,"보통주","500","91140499"
"KR7001070002","001070","대한방직보통주","대한방직","TaihanTextile","1973/12/28","KOSPI","주권",,"보통주","1000","5300000"
"KR7006650006","006650","대한유화보통주","대한유화","KOREA PETRO CHEMICAL IND","1999/08/11","KOSPI","주권",,"보통주","5000","6500000"
"KR7001440007","001440","대한전선보통주","대한전선","TaihanElectricWire","1968/12/27","KOSPI","주권",,"보통주","1000","124447300"
"KR7084010008","084010","대한제강 보통주","대한제강","Daehan Steel Co. Ltd.","2005/10/31","KOSPI","주권",,"보통주","1000","24646734"
"KR7001791003","001795","대한제당1우선주","대한제당우","TS(1P)","1995/01/21","KOSPI","주권",,"구형우선주","500","6482760"
"KR7001790005","001790","대한제당보통주","대한제당","TS","1968/12/27","KOSPI","주권",,"보통주","500","89696580"
"KR7001130004","001130","대한제분보통주","대한제분","DaehanFlourMill","1970/11/25","KOSPI","주권",,"보통주","5000","1690000"
"KR7003491008","003495","대한항공1우선주","대한항공우","KoreanAirLines(1P)","1990/03/31","KOSPI","주권",,"구형우선주","5000","1110794"
"KR7003490000","003490","대한항공보통주","대한항공","KoreanAirLines","1966/03/18","KOSPI","주권",,"보통주","5000","368220661"
"KR7005880000","005880","대한해운보통주","대한해운","KoreaLine","1992/04/23","KOSPI","주권",,"보통주","500","319177460"
"KR7003830007","003830","대한화섬보통주","대한화섬","DaehanSyntheticFibrer","1985/12/23","KOSPI","주권",,"보통주","5000","1328000"
"KR7016090003","016090","대현보통주","대현","Daehyun","1990/09/20","KOSPI","주권",,"보통주","500","44282310"
"KR7069460004","069460","대호에이엘보통주","대호에이엘","DAEHOAL","2002/11/11","KOSPI","주권",,"보통주","500","60334130"
"KR7118000009","118000","더메디팜보통주","더메디팜","THE MEDIPHARM CO.,Ltd.","2009/12/30","KOSPI","주권",,"보통주","500","92849436"
"KR7192080000","192080","더블유게임즈보통주","더블유게임즈","DoubleUGames","2019/03/12","KOSPI","주권",,"보통주","500","18190757"
"KR7012510004","012510","더존비즈온보통주","더존비즈온","DOUZONE BIZON","1988/10/28","KOSPI","주권",,"보통주","500","30382784"
"KR7004831004","004835","덕성1우선주","덕성우","Duksung(1P)","1989/12/19","KOSPI","주권",,"구형우선주","500","1392000"
"KR7004830006","004830","덕성보통주","덕성","Duksung","1987/09/25","KOSPI","주권",,"보통주","500","15680000"
"KR7024900003","024900","덕양산업보통주","덕양산업","DuckYangIndustry","1997/06/23","KOSPI","주권",,"보통주","500","32564980"
"KR7145720009","145720","덴티움보통주","덴티움","DENTIUM","2017/03/15","KOSPI","주권",,"보통주","500","11068830"
"KR7002150001","002150","도화엔지니어링보통주","도화엔지니어링","DOHWA ENGINEERING","2010/08/12","KOSPI","주권",,"보통주","500","33720000"
"KR7460850001","460850","동국씨엠보통주","동국씨엠","DONGKUK COATED METAL","2023/06/16","KOSPI","주권",,"보통주","5000","29898656"
"KR7460860000","460860","동국제강보통주","동국제강","DONGKUK STEEL MILL","2023/06/16","KOSPI","주권",,"보통주","5000","49608017"
"KR7001230002","001230","동국홀딩스보통주","동국홀딩스","DONGKUK HOLDINGS","1988/05/09","KOSPI","주권",,"보통주","5000","15926064"
"KR7004140000","004140","동방보통주","동방","DongbangTransport&Logistics","1988/08/10","KOSPI","주권",,"보통주","1000","47971766"
"KR7007590003","007590","동방아그로보통주","동방아그로","DongbangAgro","1977/06/29","KOSPI","주권",,"보통주","500","13617577"
"KR7005961008","005965","동부건설1우선주","동부건설우","Dongbu(1P)","1990/06/21","KOSPI","주권",,"구형우선주","5000","225732"
"KR7005960000","005960","동부건설보통주","동부건설","Dongbu Corporation","1978/10/30","KOSPI","주권",,"보통주","5000","22874863"
"KR7026960005","026960","동서보통주","동서","DONGSUH","2016/07/15","KOSPI","주권",,"보통주","500","99700000"
"KR7002210003","002210","동성제약보통주","동성제약","DongsungPharmaceutical","1990/01/19","KOSPI","주권",,"보통주","1000","26100970"
"KR7102260007","102260","동성케미컬보통주","동성케미컬","DONGSUNG CHEMICAL Co., Ltd.","2008/06/23","KOSPI","주권",,"보통주","1000","49689728"
"KR7000640003","000640","동아쏘시오홀딩스보통주","동아쏘시오홀딩스","Dong-A Socio Holdings","1970/02/10","KOSPI","주권",,"보통주","5000","6348913"
"KR7170900005","170900","동아에스티보통주","동아에스티","Donga ST","2013/04/08","KOSPI","주권",,"보통주","5000","8614708"
"KR7028100006","028100","동아지질보통주","동아지질","Dong-Ah Geological Engineering Company","2009/06/12","KOSPI","주권",,"보통주","500","14052646"
"KR7282690007","282690","동아타이어공업보통주","동아타이어","DONG AH TIRE","2017/11/29","KOSPI","주권",,"보통주","500","13733015"
"KR7001521004","001525","동양1우선주","동양우","TONGYANG(1P)","1989/09/30","KOSPI","주권",,"구형우선주","500","617731"
"KR7001522002","001527","동양2우선주(신형)","동양2우B","TONGYANG(2PB)","1999/01/28","KOSPI","주권",,"신형우선주","500","308569"
"KR7084670009","084670","동양고속보통주","동양고속","DONGYANG EXPRESS CORP.","2005/07/25","KOSPI","주권",,"보통주","5000","2895569"
"KR7001520006","001520","동양보통주","동양","TONGYANG","1976/06/25","KOSPI","주권",,"보통주","500","238684063"
"KR7082640004","082640","동양생명보험보통주","동양생명","TONGYANG LIFE INSURANCE","2009/10/08","KOSPI","주권",,"보통주","5000","161358585"
"KR7008970006","008970","동양철관보통주","동양철관","DongyangSteelPipe","1977/03/05","KOSPI","주권",,"보통주","500","118885290"
"KR7092780006","092780","동양피스톤보통주","동양피스톤","DONGYANG PISTON","2017/12/08","KOSPI","주권",,"보통주","500","13168460"
"KR7049770001","049770","동원F&B보통주","동원F&B","DongwonF&B Co.,Ltd.","2000/11/23","KOSPI","주권",,"보통주","1000","19295620"
"KR7018500009","018500","동원금속보통주","동원금속","DONGWON METAL","1995/11/10","KOSPI","주권",,"보통주","500","46754933"
"KR7006040000","006040","동원산업보통주","동원산업","DongwonIndustries","1989/03/07","KOSPI","주권",,"보통주","1000","49982665"
"KR7030720007","030720","동원수산보통주","동원수산","DongwonFisheries","1996/11/22","KOSPI","주권",,"보통주","5000","4653805"
"KR7014821003","014825","동원시스템즈1우선주","동원시스템즈우","Dongwon Systems Corporation(1P)","1995/01/21","KOSPI","주권",,"구형우선주","5000","264111"
"KR7014820005","014820","동원시스템즈보통주","동원시스템즈","Dongwon Systems Corporation","1994/03/29","KOSPI","주권",,"보통주","5000","28991282"
"KR7163560006","163560","동일고무벨트보통주","동일고무벨트","DRB Industrial","2012/10/19","KOSPI","주권",,"보통주","500","13900000"
"KR7004890000","004890","동일산업보통주","동일산업","DONGILINDUSTRIESCO.,LTD","2005/06/30","KOSPI","주권",,"보통주","5000","2425215"
"KR7002690006","002690","동일제강보통주","동일제강","DONG IL STEEL MFG CO., LTD","2015/09/24","KOSPI","주권",,"보통주","500","20300360"
"KR7000020008","000020","동화약품보통주","동화약품","DongwhaPharm","1976/03/24","KOSPI","주권",,"보통주","1000","27931470"
"KR7000151001","000155","두산1우선주","두산우","DOOSAN(1P)","1986/07/31","KOSPI","주권",,"구형우선주","5000","3996462"
"KR7000152009","000157","두산2우선주(신형)","두산2우B","DOOSAN(2PB)","1999/12/03","KOSPI","주권",,"신형우선주","5000","893038"
"KR7241560002","241560","두산밥캣보통주","두산밥캣","Doosan Bobcat","2016/11/18","KOSPI","주권",,"보통주","500","100249166"
"KR7000150003","000150","두산보통주","두산","DOOSAN","1973/06/29","KOSPI","주권",,"보통주","5000","16523835"
"KR7034020008","034020","두산에너빌리티보통주","두산에너빌리티","DOOSAN ENERBILITY","2000/10/25","KOSPI","주권",,"보통주","5000","640561146"
"KR733626K013","33626K","두산퓨얼셀1우선주","두산퓨얼셀1우","Doosan Fuel Cell(1P)","2019/10/18","KOSPI","주권",,"구형우선주","100","13364200"
"KR733626K021","33626L","두산퓨얼셀2우선주(신형)","두산퓨얼셀2우B","Doosan Fuel Cell(2PB)","2019/10/18","KOSPI","주권",,"신형우선주","100","2986300"
"KR7336260005","336260","두산퓨얼셀보통주","두산퓨얼셀","Doosan Fuel Cell","2019/10/18","KOSPI","주권",,"보통주","100","65493726"
"KR7016740003","016740","두올보통주","두올","DUAL","2016/07/29","KOSPI","주권",,"보통주","2500","33066680"
"KR7192650000","192650","드림텍보통주","드림텍","DREAMTECH","2019/03/14","KOSPI","주권",,"보통주","100","67454183"
"KR7024090003","024090","디씨엠보통주","디씨엠","DCMCorp.","1999/08/18","KOSPI","주권",,"보통주","500","11400000"
"KR7003160009","003160","디아이보통주","디아이","DI","1996/07/31","KOSPI","주권",,"보통주","500","28300000"
"KR7092200005","092200","디아이씨 보통주","디아이씨","DAE-IL Corporation","2007/10/18","KOSPI","주권",,"보통주","500","38888569"
"KR7004840005","004840","디알비동일보통주","DRB동일","DRB Holding Co.,Ltd","1976/05/21","KOSPI","주권",,"보통주","500","19930000"
"KR7377190004","377190","디앤디플랫폼리츠보통주","디앤디플랫폼리츠","D&D platform REIT","2021/08/27","KOSPI","부동산투자회사",,"보통주","1000","64400000"
"KR7007340003","007340","디엔오토모티브보통주","DN오토모티브","DN AUTOMOTIVE CORPORATION","1988/09/24","KOSPI","주권",,"보통주","500","9994005"
"KR7013570007","013570","디와이보통주","디와이","DY Corporation","1989/05/30","KOSPI","주권",,"보통주","500","26319633"
"KR7210540001","210540","디와이파워보통주","디와이파워","DY POWER Corporation","2015/01/15","KOSPI","주권",,"보통주","500","11041708"
"KR7115390007","115390","락앤락보통주","락앤락","LOCK&LOCK CO.,LTD.","2010/01/28","KOSPI","주권",,"보통주","500","50200444"
"KR7032350001","032350","롯데관광개발 보통주","롯데관광개발","LOTTE TOUR DEVELOPMENT CO., LTD","2006/06/08","KOSPI","주권",,"보통주","500","73762659"
"KR7089860001","089860","롯데렌탈보통주","롯데렌탈","LOTTE rental","2021/08/19","KOSPI","주권",,"보통주","5000","36634063"
"KR7330590001","330590","롯데리츠보통주","롯데리츠","LOTTE REIT","2019/10/30","KOSPI","부동산투자회사",,"보통주","500","242968884"
"KR7000400002","000400","롯데손해보험보통주","롯데손해보험","LotteNon-LifeInsurance","1971/04/16","KOSPI","주권",,"보통주","1000","310336320"
"KR7023530009","023530","롯데쇼핑 보통주","롯데쇼핑","LOTTE SHOPPING CO., LTD.","2006/02/09","KOSPI","주권",,"보통주","5000","28288755"
"KR7020150009","020150","롯데에너지머티리얼즈보통주","롯데에너지머티리얼즈","LOTTE ENERGY MATERIALS CORPORATION","2011/03/04","KOSPI","주권",,"보통주","500","46110835"
"KR7280360009","280360","롯데웰푸드보통주","롯데웰푸드","LOTTE WELLFOOD","2017/10/30","KOSPI","주권",,"보통주","500","9434574"
"KR7004000006","004000","롯데정밀화학보통주","롯데정밀화학","LOTTE Fine Chemical","1976/04/15","KOSPI","주권",,"보통주","5000","25800000"
"KR7286940002","286940","롯데정보통신보통주","롯데정보통신","LOTTE DATA COMMUNICATION COMPANY","2018/07/27","KOSPI","주권",,"보통주","5000","15396331"
"KR700499K014","00499K","롯데지주1우선주","롯데지주우","Lotte Corporation(1P)","2017/10/30","KOSPI","주권",,"구형우선주","200","805603"
"KR7004990008","004990","롯데지주보통주","롯데지주","Lotte Corporation","1974/02/16","KOSPI","주권",,"보통주","200","104909237"
"KR7005301007","005305","롯데칠성음료1우선주","롯데칠성우","LotteChilsungBeverage(1P)","1989/09/21","KOSPI","주권",,"구형우선주","500","775310"
"KR7005300009","005300","롯데칠성음료보통주","롯데칠성","LotteChilsungBeverage","1973/06/21","KOSPI","주권",,"보통주","500","9278884"
"KR7011170008","011170","롯데케미칼보통주","롯데케미칼","LOTTE CHEMICAL CORPORATION","1991/05/30","KOSPI","주권",,"보통주","5000","42775419"
"KR7071840003","071840","롯데하이마트보통주","롯데하이마트","LOTTE Himart","2011/06/29","KOSPI","주권",,"보통주","5000","23607712"
"KR7027740000","027740","마니커보통주","마니커","MANIKER","2002/10/29","KOSPI","주권",,"보통주","500","63511228"
"KR7357430008","357430","마스턴프리미어리츠보통주","마스턴프리미어리츠","MASTERN PREMIER REIT 1","2022/05/31","KOSPI","부동산투자회사",,"보통주","1000","26580000"
"KR7001080001","001080","만호제강보통주","만호제강","ManhoRope&Wire","1977/06/18","KOSPI","주권",,"보통주","1000","4150000"
"KR7088980008","088980","맥쿼리한국인프라투융자회사 보통주","맥쿼리인프라","Macquarie Korea Infrastructure Fund","2006/03/15","KOSPI","사회간접자본투융자회사",,"보통주","무액면","404845547"
"KR7138040001","138040","메리츠금융지주회사보통주","메리츠금융지주","Meritz Financial Group","2011/05/13","KOSPI","주권",,"보통주","500","208217858"
"KR7090370008","090370","메타랩스보통주","메타랩스","METALABS","2006/12/26","KOSPI","주권",,"보통주","2500","24904689"
"KR7017180001","017180","명문제약 보통주","명문제약","MyungMoon Pharm","2008/07/10","KOSPI","주권",,"보통주","500","33953454"
"KR7009900002","009900","명신산업보통주","명신산업","MYOUNG SHIN INDUSTRY","2020/12/07","KOSPI","주권",,"보통주","500","52470133"
"KR7012690004","012690","모나리자보통주","모나리자","Monalisa","1988/10/14","KOSPI","주권",,"보통주","500","36571255"
"KR7005360003","005360","모나미보통주","모나미","Monami","1974/06/26","KOSPI","주권",,"보통주","1000","18897307"
"KR7204210009","204210","모두투어리츠보통주","모두투어리츠","MODETOURREIT","2016/09/22","KOSPI","부동산투자회사",,"보통주","5000","7826815"
"KR7009680000","009680","모토닉보통주","모토닉","MOTONIC","1994/01/14","KOSPI","주권",,"보통주","500","33000000"
"KR7009200007","009200","무림페이퍼보통주","무림페이퍼","MOORIM PAPER","1990/06/09","KOSPI","주권",,"보통주","2500","41609310"
"KR7009580002","009580","무림피앤피보통주","무림P&P","Moorim P&P","1989/06/20","KOSPI","주권",,"보통주","2500","62368324"
"KR7033920000","033920","무학보통주","무학","Muhak","2010/07/20","KOSPI","주권",,"보통주","200","28500000"
"KR7008420002","008420","문배철강보통주","문배철강","MoonbaeSteel","1994/11/05","KOSPI","주권",,"보통주","500","20503505"
"KR7025560004","025560","미래산업보통주","미래산업","MiraeCorporation","1996/11/22","KOSPI","주권",,"보통주","500","4575476"
"KR7007120009","007120","미래아이앤지보통주","미래아이앤지","MiraeING","1999/11/26","KOSPI","주권",,"보통주","500","27883584"
"KR7396690000","396690","미래에셋글로벌리츠보통주","미래에셋글로벌리츠","Mirae Asset Global REIT","2021/12/03","KOSPI","부동산투자회사",,"보통주","1000","29060000"
"KR7357250000","357250","미래에셋맵스리츠보통주","미래에셋맵스리츠","Miraeasset Maps REIT 1","2020/08/05","KOSPI","부동산투자회사",,"보통주","1000","20100000"
"KR7094800000","094800","미래에셋맵스아시아퍼시픽부동산공모1호","맵스리얼티1","MIRAEASSETMAPS ASIAPACIFIC REAL ESTATE 1","2007/04/09","KOSPI","투자회사",,"보통주","무액면","92834331"
"KR7085620003","085620","미래에셋생명보험보통주","미래에셋생명","MIRAE ASSET Life Insurance CO., Ltd.","2015/07/08","KOSPI","주권",,"보통주","5000","177016189"
"KR7006801005","006805","미래에셋증권1우선주","미래에셋증권우","MIRAE ASSET SECURITIES(1P)","1989/04/08","KOSPI","주권",,"구형우선주","5000","14075750"
"KR700680K019","00680K","미래에셋증권2우선주(신형)","미래에셋증권2우B","MIRAE ASSET SECURITIES(2PB)","2018/03/14","KOSPI","주권",,"신형우선주","5000","140000000"
"KR7006800007","006800","미래에셋증권보통주","미래에셋증권","MIRAE ASSET SECURITIES","1975/09/30","KOSPI","주권",,"보통주","5000","605316408"
"KR7002840007","002840","미원상사보통주","미원상사","MiwonCommercial","1989/09/25","KOSPI","주권",,"보통주","500","4850000"
"KR7268280005","268280","미원스페셜티케미칼보통주","미원에스씨","Miwon Specialty Chemical","2017/05/22","KOSPI","주권",,"보통주","500","5100000"
"KR7107590002","107590","미원홀딩스 보통주","미원홀딩스","Miwon Holdings Co.,Ltd.","2009/03/02","KOSPI","주권",,"보통주","500","2320000"
"KR7134380005","134380","미원화학보통주","미원화학","Miwon Chemicals","2011/02/15","KOSPI","주권",,"보통주","1000","2199268"
"KR7003650009","003650","미창석유공업보통주","미창석유","MichangOilInd","1989/09/27","KOSPI","주권",,"보통주","5000","1739672"
"KR7155900004","155900","바다로19호선박투자회사","바다로19호","Badaro No.19 Ship Investment Company","2012/06/29","KOSPI","선박투자회사",,"보통주","5000","15200004"
"KR7377740006","377740","바이오노트보통주","바이오노트","BioNote","2022/12/22","KOSPI","주권",,"보통주","500","101976048"
"KR7003610003","003610","방림보통주","방림","Pangrim","1989/05/30","KOSPI","주권",,"보통주","500","42314090"
"KR7001340009","001340","백광산업보통주","백광산업","PaikkwangIndustrial","1976/06/10","KOSPI","주권",,"보통주","500","44918407"
"KR7035150002","035150","백산보통주","백산","Baiksan","1999/08/11","KOSPI","주권",,"보통주","500","23010000"
"KR7002410009","002410","범양건영보통주","범양건영","BUMYANG CONSTRUCTION","1988/05/25","KOSPI","주권",,"보통주","1000","24831982"
"KR7007210008","007210","벽산보통주","벽산","Byuksan","1972/01/04","KOSPI","주권",,"보통주","500","68560000"
"KR7002760007","002760","보락보통주","보락","Bolak","1989/11/30","KOSPI","주권",,"보통주","200","59900000"
"KR7003850005","003850","보령보통주","보령","Boryung","1988/10/24","KOSPI","주권",,"보통주","500","68690000"
"KR7000890004","000890","보해양조보통주","보해양조","BohaeBrewery","1988/09/23","KOSPI","주권",,"보통주","500","139120129"
"KR7003000007","003000","부광약품보통주","부광약품","BukwangPharmaceutical","1988/08/05","KOSPI","주권",,"보통주","500","71063049"
"KR7001271006","001275","부국증권1우선주","부국증권우","BookookSecurities(1P)","1989/11/10","KOSPI","주권",,"구형우선주","5000","3000000"
"KR7001270008","001270","부국증권보통주","부국증권","BookookSecurities","1988/07/19","KOSPI","주권",,"보통주","5000","10369886"
"KR7026940007","026940","부국철강 보통주","부국철강","Bookook Steel","2008/10/14","KOSPI","주권",,"보통주","500","20000000"
"KR7011390002","011390","부산산업보통주","부산산업","BusanIndustrial","1990/09/14","KOSPI","주권",,"보통주","5000","1056000"
"KR7005030002","005030","부산주공보통주","부산주공","PusanCastIron","1975/12/26","KOSPI","주권",,"보통주","500","78782988"
"KR7002070001","002070","비비안보통주","비비안","VIVIEN CORPORATION","1976/07/13","KOSPI","주권",,"보통주","500","29793990"
"KR7100220003","100220","비상교육 보통주","비상교육","VISANG EDUCATION INC","2008/06/30","KOSPI","주권",,"보통주","500","12996741"
"KR7090460007","090460","비에이치보통주","비에이치","BH","2023/06/20","KOSPI","주권",,"보통주","500","34464379"
"KR7030790000","030790","비케이탑스보통주","비케이탑스","BK TOPS","2010/11/02","KOSPI","주권",,"보통주","500","21248145"
"KR7005180005","005180","빙그레보통주","빙그레","Binggrae","1978/08/31","KOSPI","주권",,"보통주","5000","9851241"
"KR7003960002","003960","사조대림보통주","사조대림","SAJODAERIM","1976/09/16","KOSPI","주권",,"보통주","5000","9164467"
"KR7008040008","008040","사조동아원보통주","사조동아원","SAJODONGAONE","1989/06/24","KOSPI","주권",,"보통주","500","141144600"
"KR7007160005","007160","사조산업보통주","사조산업","SajoIndustries","1989/07/25","KOSPI","주권",,"보통주","5000","5000000"
"KR7014710008","014710","사조씨푸드보통주","사조씨푸드","SAJOSEAFOOD","2012/06/29","KOSPI","주권",,"보통주","1000","17218543"
"KR7006090005","006090","사조오양보통주","사조오양","OYANG","1986/12/24","KOSPI","주권",,"보통주","5000","9422739"
"KR7001470004","001470","삼부토건보통주","삼부토건","SambuEngineering&Construction","1976/06/26","KOSPI","주권",,"보통주","1000","197673375"
"KR7448730002","448730","삼성FN리츠보통주","삼성FN리츠","SamsungFN REIT","2023/04/10","KOSPI","부동산투자회사",,"보통주","500","77300000"
"KR7006401004","006405","삼성SDI1우선주","삼성SDI우","SAMSUNG SDI(1P)","1989/11/24","KOSPI","주권",,"구형우선주","5000","1617896"
"KR7006400006","006400","삼성SDI보통주","삼성SDI","SAMSUNG SDI CO.,LTD.","1979/02/27","KOSPI","주권",,"보통주","5000","68764530"
"KR7006660005","006660","삼성공조보통주","삼성공조","SamsungClimateControlCo.,Ltd","1987/11/28","KOSPI","주권",,"보통주","500","8126314"
"KR702826K016","02826K","삼성물산1우선주(신형)","삼성물산우B","SAMSUNG C&T CORPORATION(1PB)","2015/09/15","KOSPI","주권",,"종류주권","100","1627425"
"KR7028260008","028260","삼성물산보통주","삼성물산","SAMSUNG C&T CORPORATION","2014/12/18","KOSPI","주권",,"보통주","100","185591670"
"KR7207940008","207940","삼성바이오로직스보통주","삼성바이오로직스","SAMSUNG BIOLOGICS","2016/11/10","KOSPI","주권",,"보통주","2500","71174000"
"KR7032830002","032830","삼성생명보험보통주","삼성생명","Samsung Life Insurance","2010/05/12","KOSPI","주권",,"보통주","500","200000000"
"KR7018260000","018260","삼성에스디에스보통주","삼성에스디에스","SAMSUNG SDS CO., LTD.","2014/11/14","KOSPI","주권",,"보통주","500","77377800"
"KR7028050003","028050","삼성엔지니어링보통주","삼성엔지니어링","SamsungEngineering","1996/12/24","KOSPI","주권",,"보통주","5000","196000000"
"KR7009151002","009155","삼성전기1우선주","삼성전기우","SamsungElectroMechanics(1P)","1989/10/10","KOSPI","주권",,"구형우선주","5000","2906984"
"KR7009150004","009150","삼성전기보통주","삼성전기","SamsungElectroMechanics","1979/02/27","KOSPI","주권",,"보통주","5000","74693696"
"KR7005931001","005935","삼성전자1우선주","삼성전자우","SamsungElectronics(1P)","1989/09/25","KOSPI","주권",,"구형우선주","100","822886700"
"KR7005930003","005930","삼성전자보통주","삼성전자","SamsungElectronics","1975/06/11","KOSPI","주권",,"보통주","100","5969782550"
"KR7001360007","001360","삼성제약","삼성제약","SAMSUNG PHARMACEUTICAL","1975/07/04","KOSPI","주권",,"보통주","500","67162079"
"KR7010141000","010145","삼성중공업1우선주","삼성중공우","SamsungHeavyIndustries(1P)","1994/11/22","KOSPI","주권",,"구형우선주","1000","114845"
"KR7010140002","010140","삼성중공업보통주","삼성중공업","SamsungHeavyIndustries","1994/01/28","KOSPI","주권",,"보통주","1000","880000000"
"KR7016360000","016360","삼성증권보통주","삼성증권","SamsungSecurities","1988/03/28","KOSPI","주권",,"보통주","5000","89300000"
"KR7068290006","068290","삼성출판사보통주","삼성출판사","SAMSUNG PUBLISHING","2002/08/05","KOSPI","주권",,"보통주","500","10000000"
"KR7029780004","029780","삼성카드 보통주","삼성카드","SAMSUNG CARD CO., LTD.","2007/06/27","KOSPI","주권",,"보통주","5000","115858891"
"KR7000811000","000815","삼성화재해상보험1우선주","삼성화재우","SamsungFire&MarineInsurance(1P)","1990/04/10","KOSPI","주권",,"구형우선주","500","3192000"
"KR7000810002","000810","삼성화재해상보험보통주","삼성화재","SamsungFire&MarineInsurance","1975/06/30","KOSPI","주권",,"보통주","500","47374837"
"KR7006110001","006110","삼아알미늄보통주","삼아알미늄","SamaAluminium","1980/12/05","KOSPI","주권",,"보통주","500","14711916"
"KR7145991006","145995","삼양사1우선주","삼양사우","Samyang Corporation(1P)","2011/12/05","KOSPI","주권",,"구형우선주","5000","370070"
"KR7145990008","145990","삼양사보통주","삼양사","Samyang Corporation","2011/12/05","KOSPI","주권",,"보통주","5000","10313449"
"KR7003230000","003230","삼양식품보통주","삼양식품","SamyangFoods","1975/06/30","KOSPI","주권",,"보통주","5000","7533015"
"KR7002170009","002170","삼양통상보통주","삼양통상","SamyangTongsang","1989/11/10","KOSPI","주권",,"보통주","5000","3000000"
"KR7272550005","272550","삼양패키징보통주","삼양패키징","SAMYANG PACKAGING","2017/11/29","KOSPI","주권",,"보통주","5000","15788671"
"KR7000071001","000075","삼양홀딩스1우선주","삼양홀딩스우","SAMYANGHOLDINGS(1P)","1992/02/21","KOSPI","주권",,"구형우선주","5000","304058"
"KR7000070003","000070","삼양홀딩스보통주","삼양홀딩스","SAMYANGHOLDINGS","1968/12/27","KOSPI","주권",,"보통주","5000","8564271"
"KR7002810000","002810","삼영무역보통주","삼영무역","SamyungTrading","1988/03/28","KOSPI","주권",,"보통주","500","18466948"
"KR7003720000","003720","삼영보통주","삼영","SAMYOUNG","1976/06/30","KOSPI","주권",,"보통주","500","34000000"
