fs_type,corp,stock_code,sector,label_en,label_ko,2018,2019,2020,2021,2022,YoY
bs,한국전자홀딩스,006200,기타금융,total_assets,자산총계,390848475721.0,389933341083.0,412243672684.0,463627852404.0,469100261248.0,1.2
bs,한국카본,017960,기계,total_assets,자산총계,360113097978.0,397589485374.0,478319470904.0,498355905299.0,585333635410.0,17.5
bs,한국콜마,161890,화학,total_assets,자산총계,2186418082309.0,2400309459227.0,2489599417108.0,2606037352397.0,2933309479342.0,12.6
bs,한국콜마홀딩스,024720,기타금융,total_assets,자산총계,879300730103.0,1091947071919.0,1218505783282.0,1209726177916.0,1269102053314.0,4.9
bs,한국타이어앤테크놀로지,161390,화학,total_assets,자산총계,9796442247019.0,10164607903070.0,10658547888637.0,11694296588021.0,12581364159005.0,7.6
bs,한국항공우주,047810,운수장비,total_assets,자산총계,3755863511022.0,4367135608525.0,5159070657348.0,5855223992714.0,7772406693424.0,32.7
bs,한국화장품,123690,유통업,total_assets,자산총계,95021031123.0,81307960199.0,75378061752.0,48508445747.0,43913329550.0,-9.5
bs,한독,002390,의약품,total_assets,자산총계,652616126728.0,748667225874.0,818926686626.0,841561831887.0,871106170067.0,3.5
bs,한미글로벌,053690,서비스업,total_assets,자산총계,209712007255.0,203595485663.0,218683633460.0,285254341255.0,373059659521.0,30.8
bs,한미반도체,042700,기계,total_assets,자산총계,246028948270.0,257474681329.0,326966868038.0,429285683427.0,455432965985.0,6.1
bs,한미사이언스,008930,기타금융,total_assets,자산총계,916545956275.0,910832376933.0,923219549324.0,949894435974.0,1109690934182.0,16.8
bs,한미약품,128940,의약품,total_assets,자산총계,1691209668597.0,1913706257532.0,1882026593387.0,1936728687294.0,1924585730838.0,-0.6
bs,한샘,009240,유통업,total_assets,자산총계,940149891828.0,1202637976603.0,1229509761188.0,1246352553431.0,1099679540571.0,-11.8
bs,한섬,020000,섬유의복,total_assets,자산총계,1272696440699.0,1323644544934.0,1438544149461.0,1557084757896.0,1684715498594.0,8.2
bs,한세실업,105630,섬유의복,total_assets,자산총계,1170729344805.0,1179455696933.0,1021055617765.0,1216241000843.0,1239211177169.0,1.9
bs,한세엠케이,069640,유통업,total_assets,자산총계,205628645989.0,184743385903.0,149681758411.0,129057654156.0,224809704278.0,74.2
bs,한세예스24홀딩스,016450,섬유의복,total_assets,자산총계,1678316386749.0,1731430277344.0,1840012735335.0,2241273059610.0,2036963741120.0,-9.1
bs,한솔로지스틱스,009180,운수창고업,total_assets,자산총계,126782731689.0,166754678756.0,195971591246.0,266627757518.0,274496248985.0,3.0
bs,한솔제지,213500,종이목재,total_assets,자산총계,1792727847682.0,1743277584645.0,1740434461448.0,1887832972302.0,2210015517155.0,17.1
bs,한솔케미칼,014680,화학,total_assets,자산총계,,939194150931.0,999200501892.0,1197174769029.0,1253310602636.0,4.7
bs,한솔테크닉스,004710,전기전자,total_assets,자산총계,513011860048.0,495324316163.0,591392385114.0,788670352792.0,1071921900693.0,35.9
bs,한솔피엔에스,010420,유통업,total_assets,자산총계,,103412316177.0,107126396285.0,109710673301.0,134944512348.0,23.0
bs,한솔홀딩스,004150,기타금융,total_assets,자산총계,1347350249000.0,666384880000.0,627140216000.0,653696785000.0,723295784000.0,10.6
bs,한솔홈데코,025750,종이목재,total_assets,자산총계,308077734641.0,295749540222.0,294990295620.0,314661261530.0,319496520639.0,1.5
bs,한신공영,004960,건설업,total_assets,자산총계,1778426426064.0,1650955869341.0,1734262275066.0,2119949126309.0,2349398105478.0,10.8
bs,한신기계공업,011700,기계,total_assets,자산총계,90678706217.0,93965863835.0,95212694305.0,101149022157.0,115721729758.0,14.4
bs,한온시스템,018880,기계,total_assets,자산총계,5355780831974.0,7082369012654.0,7807411034423.0,8233732861760.0,9098783327544.0,10.5
bs,한올바이오파마,009420,의약품,total_assets,자산총계,162304333363.0,191383402868.0,220132430899.0,198477805328.0,213451232698.0,7.5
bs,한익스프레스,014130,운수창고업,total_assets,자산총계,200104840234.0,275847243506.0,301687969270.0,374774839505.0,407946966305.0,8.9
bs,한일시멘트,300720,비금속광물,total_assets,자산총계,1368001170546.0,1383564299938.0,2399662741644.0,2370327907448.0,2460836871897.0,3.8
bs,한일홀딩스,003300,비금속광물,total_assets,자산총계,3254244173248.0,3300043274787.0,3320136775690.0,3263832353401.0,3268041346024.0,0.1
bs,한전KPS,051600,건설업,total_assets,자산총계,1280921374857.0,1359433324644.0,1349869091450.0,1426920122047.0,1562022195345.0,9.5
bs,한전기술,052690,서비스업,total_assets,자산총계,771479986995.0,735206870620.0,700291402115.0,705509290986.0,816503301678.0,15.7
bs,한전산업,130660,서비스업,total_assets,자산총계,148485446929.0,166748912029.0,163588747240.0,163320479666.0,157781435629.0,-3.4
bs,한진,002320,운수창고업,total_assets,자산총계,2661425066541.0,3548368716753.0,3788654067420.0,3877620716229.0,4093197691709.0,5.6
bs,한진중공업홀딩스,003480,전기가스업,total_assets,자산총계,1873603000000.0,1860663000000.0,1837185000000.0,1837801000000.0,1995988000000.0,8.6
bs,한진칼,180640,운수창고업,total_assets,자산총계,2850066743347.0,2693659191237.0,3488569253234.0,3754742183026.0,3915077621174.0,4.3
bs,한창,005110,유통업,total_assets,자산총계,106233877672.0,91847934347.0,117760361319.0,134278397974.0,113480993232.0,-15.5
bs,한컴라이프케어,372910,의료정밀,total_assets,자산총계,,132437766232.0,167573964374.0,214127311865.0,208029841056.0,-2.8
bs,한화,000880,화학,total_assets,자산총계,169548577000000.0,182286178000000.0,192129878000000.0,203463699000000.0,211175324000000.0,3.8
bs,한화시스템,272210,전기전자,total_assets,자산총계,1901538061358.0,2409244539695.0,2695070123421.0,3894302649982.0,3945627700263.0,1.3
bs,한화에어로스페이스,012450,운수장비,total_assets,자산총계,7396686212948.0,8708410720271.0,9464815678256.0,11045830630560.0,15157301978809.0,37.2
bs,한화오션,042660,운수장비,total_assets,자산총계,11918521521052.0,11276078800189.0,10320774853795.0,10623209555073.0,12235665304876.0,15.2
bs,해성디에스,195870,전기전자,total_assets,자산총계,306239933904.0,326587242970.0,383211976358.0,474947833310.0,659613821545.0,38.9
bs,해태제과식품,101530,음식료품,total_assets,자산총계,794989003978.0,756850481301.0,621172370379.0,654856443051.0,691254955147.0,5.6
bs,핸즈코퍼레이션,143210,운수장비,total_assets,자산총계,705255017630.0,851081160313.0,844136126604.0,894964069149.0,862588714003.0,-3.6
bs,현대건설,000720,건설업,total_assets,자산총계,18054609000000.0,18226972000000.0,17939274000000.0,19637264000000.0,20911708000000.0,6.5
bs,현대글로비스,086280,운수창고업,total_assets,자산총계,8687842635183.0,10129735810035.0,10898704436618.0,12170928242765.0,13877784500296.0,14.0
bs,현대로템,064350,운수장비,total_assets,자산총계,4002149975000.0,4084281234000.0,4197373871000.0,4107182672000.0,4823869784000.0,17.4
bs,현대리바트,079430,기타제조업,total_assets,자산총계,678896575415.0,752808371990.0,803314893273.0,863648498521.0,854159330447.0,-1.1
bs,현대모비스,012330,운수장비,total_assets,자산총계,43071132000000.0,46606064000000.0,48497676000000.0,51482537000000.0,55406698000000.0,7.6
bs,현대미포조선,010620,운수장비,total_assets,자산총계,3463733941000.0,3380628394000.0,3599025550000.0,3878320283000.0,4748245499000.0,22.4
bs,현대백화점,069960,유통업,total_assets,자산총계,6988562089000.0,7623094297000.0,8707032548000.0,8969196456000.0,12069249655000.0,34.6
bs,현대비앤지스틸,004560,철강금속,total_assets,자산총계,605619115219.0,608637133792.0,648496422842.0,768751882611.0,857843841402.0,11.6
bs,현대엘리베이터,017800,기계,total_assets,자산총계,2374837740877.0,2547731188376.0,2626221534995.0,2987393730479.0,3014471063421.0,0.9
bs,현대오토에버,307950,서비스업,total_assets,자산총계,829071190950.0,1026696505989.0,1077027006934.0,2346122844458.0,2619436326622.0,11.6
bs,현대위아,011210,운수장비,total_assets,자산총계,7107447000000.0,6774339000000.0,7719906000000.0,7749507000000.0,7546451000000.0,-2.6
bs,현대자동차,005380,운수장비,total_assets,자산총계,180655752000000.0,194512220000000.0,209344212000000.0,233946415000000.0,255742462000000.0,9.3
bs,현대제철,004020,철강금속,total_assets,자산총계,33304917422605.0,34366332508379.0,34845040108141.0,37042298365641.0,36800955829773.0,-0.7
bs,현대지에프홀딩스,005440,기타금융,total_assets,자산총계,2837374829000.0,2966575687000.0,3068465672000.0,3109986792000.0,3185133373000.0,2.4
bs,현대코퍼레이션,011760,유통업,total_assets,자산총계,1098171167146.0,1444593616368.0,1219059292183.0,1707383175608.0,1831301801553.0,7.3
bs,현대코퍼레이션홀딩스,227840,유통업,total_assets,자산총계,188799168488.0,241419346296.0,216918775575.0,250984790560.0,296127566149.0,18.0
bs,현대퓨처넷,126560,통신업,total_assets,자산총계,780480290845.0,813483890826.0,1007137170204.0,1034025993816.0,915256451923.0,-11.5
bs,현대홈쇼핑,057050,유통업,total_assets,자산총계,2562680958913.0,2503844833978.0,2693110904201.0,2600338275866.0,2782027992185.0,7.0
bs,호전실업,111110,섬유의복,total_assets,자산총계,,292309122224.0,272119291261.0,302687738324.0,316098137496.0,4.4
bs,호텔신라,008770,유통업,total_assets,자산총계,2303742128337.0,3527280624051.0,2893842458745.0,2656449911686.0,2938544987435.0,10.6
bs,화성산업,002460,건설업,total_assets,자산총계,,612625098488.0,580483863943.0,807965790439.0,746127741905.0,-7.7
bs,화승알앤에이,378850,운수장비,total_assets,자산총계,,,,411165816654.0,422569200239.0,2.8
bs,화승엔터프라이즈,241590,기타제조업,total_assets,자산총계,760455511393.0,978863217935.0,1154956254214.0,1330258310544.0,1475831730945.0,10.9
bs,화승인더스트리,006060,화학,total_assets,자산총계,991258651154.0,1270683673581.0,1433482293572.0,1637051105314.0,1779489488972.0,8.7
bs,화승코퍼레이션,013520,운수장비,total_assets,자산총계,1211764734253.0,1211566446637.0,1210430207497.0,1183992948160.0,1177218098360.0,-0.6
bs,화신,010690,운수장비,total_assets,자산총계,828226155325.0,808403060806.0,822660475416.0,870753098147.0,1004620994499.0,15.4
bs,화천기공,000850,기계,total_assets,자산총계,385639759305.0,374944125540.0,378376164732.0,425436857316.0,474032615936.0,11.4
bs,환인제약,016580,의약품,total_assets,자산총계,287687354299.0,304884814600.0,329559588261.0,353188871835.0,369374561471.0,4.6
bs,황금에스티,032560,철강금속,total_assets,자산총계,406187488852.0,390222792037.0,452295227735.0,431568369719.0,481912631966.0,11.7
bs,효성,004800,기타금융,total_assets,자산총계,6407904915731.0,6527055213077.0,4429749879590.0,5255421959967.0,5267284720508.0,0.2
bs,효성 ITX,094280,서비스업,total_assets,자산총계,121415205503.0,159341636763.0,161698569724.0,241404764480.0,176818736427.0,-26.8
bs,효성중공업,298040,전기전자,total_assets,자산총계,3432511552977.0,4000830147806.0,3703454378084.0,4022701434672.0,4693470608273.0,16.7
bs,효성첨단소재,298050,화학,total_assets,자산총계,2534697810959.0,2531098756779.0,2376593774635.0,2908681837826.0,2934713477994.0,0.9
bs,효성티앤씨,298020,화학,total_assets,자산총계,3138844258698.0,3224306571635.0,2824127677639.0,4526469189093.0,4319879312472.0,-4.6
bs,효성화학,298000,화학,total_assets,자산총계,1653249379272.0,2063516498234.0,2417365034469.0,3044049458130.0,3131118899043.0,2.9
bs,후성,093370,화학,total_assets,자산총계,441480959551.0,528907906027.0,540108378922.0,616334424036.0,933755417033.0,51.5
bs,휠라홀딩스,081660,유통업,total_assets,자산총계,3304339508070.0,3770249128461.0,3758441248800.0,4288856815414.0,4821801377788.0,12.4
bs,휴비스,079980,화학,total_assets,자산총계,958085426674.0,877170812678.0,872859156018.0,843415197265.0,793759627507.0,-5.9
bs,휴스틸,005010,철강금속,total_assets,자산총계,603455401929.0,579096387394.0,604130121809.0,951920862198.0,1206373632049.0,26.7
bs,흥아해운,003280,운수창고업,total_assets,자산총계,803698457189.0,430962722421.0,286775957768.0,247298683108.0,317059936570.0,28.2
bs,AJ네트웍스,095570,서비스업,tangible_assets,유형자산,245055468592.0,272817241977.0,229558956116.0,177684993354.0,166985381711.0,-6.0
bs,AK홀딩스,006840,기타금융,tangible_assets,유형자산,1396079427555.0,1430032925300.0,1476614197949.0,1634149313500.0,1819267723373.0,11.3
bs,BGF,027410,기타금융,tangible_assets,유형자산,196524611117.0,196153387372.0,54835791920.0,117609920160.0,131437458495.0,11.8
bs,BGF리테일,282330,유통업,tangible_assets,유형자산,486125142793.0,549816981097.0,591452944612.0,614077692952.0,690462607488.0,12.4
bs,BYC,001460,섬유의복,tangible_assets,유형자산,66659239000.0,68972515251.0,61432622412.0,69036986885.0,77727018083.0,12.6
bs,CJ,001040,기타금융,tangible_assets,유형자산,12970204923000.0,13517262358000.0,13002525157000.0,13453497278000.0,14277413784000.0,6.1
bs,CJ CGV,079160,서비스업,tangible_assets,유형자산,831545612314.0,924155903265.0,791199461759.0,730134793230.0,652089192238.0,-10.7
bs,CJ대한통운,000120,운수창고업,tangible_assets,유형자산,3306401976471.0,3518957879624.0,3496200701892.0,3312064212910.0,3364173934235.0,1.6
bs,CJ제일제당,097950,음식료품,tangible_assets,유형자산,9741713669000.0,10817875757000.0,10462045760000.0,11160866010000.0,11912532880000.0,6.7
bs,CS홀딩스,000590,기타금융,tangible_assets,유형자산,36509965412.0,40379637200.0,34338465881.0,35334454125.0,34386483626.0,-2.7
bs,DB,012030,서비스업,tangible_assets,유형자산,4688281476.0,2060705797.0,1853997587.0,1642244532.0,1866494508.0,13.7
bs,DB하이텍,000990,전기전자,tangible_assets,유형자산,597570490876.0,616573799640.0,674684075483.0,657794904547.0,737891093716.0,12.2
bs,DL,000210,화학,tangible_assets,유형자산,2070162249991.0,2017340959317.0,1457813307191.0,1515328487523.0,3602238696602.0,137.7
bs,DL이앤씨,375500,건설업,tangible_assets,유형자산,,,,132053783359.0,132190317364.0,0.1
bs,DN오토모티브,007340,전기전자,tangible_assets,유형자산,292575716780.0,319830548397.0,297018824437.0,290539799548.0,711569594867.0,144.9
bs,DRB동일,004840,화학,tangible_assets,유형자산,337879568896.0,378172700437.0,370927858893.0,392898061815.0,397591091194.0,1.2
bs,DSR,155660,철강금속,tangible_assets,유형자산,86928796549.0,88473876264.0,87629427427.0,94435432110.0,109321522816.0,15.8
bs,E1,017940,유통업,tangible_assets,유형자산,934349824372.0,932386200314.0,950376419483.0,933545822806.0,917820223945.0,-1.7
bs,F&F,383220,섬유의복,tangible_assets,유형자산,,,,71509488173.0,77193734015.0,7.9
bs,F&F 홀딩스,007700,기타금융,tangible_assets,유형자산,140119526025.0,160563094996.0,165901508174.0,226825907937.0,233186835129.0,2.8
bs,GKL,114090,서비스업,tangible_assets,유형자산,85663880477.0,80708091064.0,67290811923.0,55062379292.0,74071930966.0,34.5
bs,GS,078930,기타금융,tangible_assets,유형자산,8534506000000.0,8468307000000.0,8439464000000.0,11228467000000.0,10866722000000.0,-3.2
bs,GS건설,006360,건설업,tangible_assets,유형자산,841048334557.0,1176031564913.0,1426773671414.0,1543377019012.0,1819806154559.0,17.9
bs,GS글로벌,001250,유통업,tangible_assets,유형자산,380462978730.0,348179892220.0,327024455287.0,307971071654.0,295986272949.0,-3.9
bs,GS리테일,007070,유통업,tangible_assets,유형자산,2346547058725.0,2296899538248.0,2298889241913.0,2734686907003.0,2767448370922.0,1.2
bs,HDC,012630,기타금융,tangible_assets,유형자산,688632455161.0,781393256446.0,1419691653404.0,1541917426520.0,1916924934207.0,24.3
bs,HDC랩스,039570,건설업,tangible_assets,유형자산,5099616502.0,5084645154.0,4844480761.0,11648776338.0,10375008153.0,-10.9
bs,HDC현대EP,089470,화학,tangible_assets,유형자산,144116772374.0,138667056633.0,126509579314.0,144541906410.0,145935360210.0,1.0
bs,HDC현대산업개발,294870,건설업,tangible_assets,유형자산,396117729966.0,388370202599.0,362367551629.0,353040409449.0,441057630880.0,24.9
bs,HD한국조선해양,009540,기타금융,tangible_assets,유형자산,10269011371000.0,9946724472000.0,9970539162000.0,9872011979000.0,10143112509000.0,2.7
bs,HD현대,267250,기타금융,tangible_assets,유형자산,7885741406000.0,8408883562000.0,10679603834000.0,13268914223000.0,24219899472000.0,82.5
bs,HD현대건설기계,267270,기계,tangible_assets,유형자산,650496044000.0,669223001000.0,744024248000.0,726150581000.0,750154516000.0,3.3
bs,HD현대에너지솔루션,322000,전기전자,tangible_assets,유형자산,,94997347565.0,99604496646.0,114247242766.0,119449827794.0,4.6
bs,HD현대인프라코어,042670,기계,tangible_assets,유형자산,1782632844011.0,1871456154884.0,1851511569146.0,1162534800169.0,1156403731850.0,-0.5
bs,HD현대일렉트릭,267260,전기전자,tangible_assets,유형자산,527967462785.0,516893453293.0,510469690559.0,516254305308.0,536867989055.0,4.0
bs,HD현대중공업,329180,운수장비,tangible_assets,유형자산,,6097536347000.0,6020305589000.0,5986254763000.0,6237402566000.0,4.2
bs,HJ중공업,097230,건설업,tangible_assets,유형자산,638765000000.0,615117000000.0,596098000000.0,923488000000.0,644984000000.0,-30.2
bs,HL D&I,014790,건설업,tangible_assets,유형자산,280052346680.0,227612050776.0,243362667734.0,117433464961.0,384448814812.0,227.4
bs,HLB글로벌,003580,광업,tangible_assets,유형자산,6760387203.0,6310418839.0,20501383326.0,18635648699.0,17724011403.0,-4.9
bs,HL만도,204320,운수장비,tangible_assets,유형자산,1943027205619.0,1946610087800.0,2039404144415.0,2193030156084.0,2116725188556.0,-3.5
bs,HL홀딩스,060980,기타금융,tangible_assets,유형자산,262403195682.0,266675244279.0,267883329472.0,280415748870.0,122399883029.0,-56.4
bs,HMM,011200,운수창고업,tangible_assets,유형자산,1734100000000.0,2023528000000.0,2299924000000.0,3200641000000.0,4122651000000.0,28.8
bs,HSD엔진,082740,기계,tangible_assets,유형자산,436526103430.0,422386139807.0,364780667203.0,361262629490.0,354241662501.0,-1.9
bs,JW생명과학,234080,의약품,tangible_assets,유형자산,132753436481.0,131448926576.0,135216616975.0,136955718273.0,131383823787.0,-4.1
bs,JW중외제약,001060,의약품,tangible_assets,유형자산,117770229205.0,148343721845.0,183719906761.0,116113867566.0,120295489070.0,3.6
bs,JW홀딩스,096760,기타금융,tangible_assets,유형자산,288992313372.0,313080288100.0,365483159371.0,308712700000.0,350555106721.0,13.6
bs,KC그린홀딩스,009440,기타금융,tangible_assets,유형자산,192693859489.0,248054431101.0,282556260844.0,261780587267.0,253574427660.0,-3.1
bs,KC코트렐,119650,기계,tangible_assets,유형자산,35316656916.0,41502164375.0,39874047673.0,6136859090.0,4177065441.0,-31.9
bs,KEC,092220,전기전자,tangible_assets,유형자산,184509176996.0,104307332980.0,101830026084.0,113273925363.0,145035884316.0,28.0
bs,KG모빌리티,003620,운수장비,tangible_assets,유형자산,1228125717695.0,1142262329276.0,939096382112.0,1191589567673.0,1149726516910.0,-3.5
bs,KG스틸,016380,철강금속,tangible_assets,유형자산,1583359844359.0,1543153811583.0,1425335772754.0,1430773565276.0,1450949237637.0,1.4
bs,KG케미칼,001390,화학,tangible_assets,유형자산,418692883001.0,2049780026820.0,1967943524652.0,1964774408505.0,3070645204639.0,56.3
bs,KH 필룩스,033180,전기전자,tangible_assets,유형자산,60839001352.0,84824092932.0,96770852681.0,129654799955.0,538967058520.0,315.7
bs,KISCO홀딩스,001940,철강금속,tangible_assets,유형자산,392827777554.0,405691892227.0,383662052163.0,378133482709.0,371814855207.0,-1.7
bs,KPX케미칼,025000,화학,tangible_assets,유형자산,149509863601.0,154338435963.0,159426977624.0,194142748553.0,231437961796.0,19.2
bs,KPX홀딩스,092230,화학,tangible_assets,유형자산,397655254918.0,420901023744.0,398618918367.0,446879724306.0,512140723555.0,14.6
bs,KR모터스,000040,운수장비,tangible_assets,유형자산,56816297110.0,71646918200.0,76245073768.0,80548239302.0,79137685138.0,-1.8
bs,KSS해운,044450,운수창고업,tangible_assets,유형자산,856654205372.0,888761242182.0,990958886396.0,1353046977891.0,1546388382218.0,14.3
bs,KTcs,058850,서비스업,tangible_assets,유형자산,18158995998.0,76769422430.0,63185692839.0,66985614871.0,70136043472.0,4.7
bs,LF,093050,섬유의복,tangible_assets,유형자산,405402824918.0,522764393217.0,541311747447.0,490390004689.0,596131588439.0,21.6
bs,LG,003550,기타금융,tangible_assets,유형자산,1877748000000.0,1640134000000.0,1589560000000.0,1508820000000.0,1524353000000.0,1.0
bs,LG디스플레이,034220,전기전자,tangible_assets,유형자산,21600130000000.0,22087645000000.0,20139703000000.0,20558446000000.0,20946933000000.0,1.9
bs,LG생활건강,051900,화학,tangible_assets,유형자산,1813288570135.0,2036044655189.0,2329834013415.0,2449112181346.0,2383867277039.0,-2.7
bs,LG에너지솔루션,373220,전기전자,tangible_assets,유형자산,,,8683614000000.0,11050777000000.0,15331047000000.0,38.7
bs,LG유플러스,032640,통신업,tangible_assets,유형자산,6465781000000.0,8861052000000.0,9949806000000.0,10196129000000.0,10574114000000.0,3.7
bs,LG이노텍,011070,전기전자,tangible_assets,유형자산,2927265198001.0,2707627521835.0,2367766836530.0,3146377615567.0,4130978039269.0,31.3
bs,LG전자,066570,전기전자,tangible_assets,유형자산,,14505419000000.0,13973998000000.0,14700784000000.0,15831838000000.0,7.7
bs,LG헬로비전,037560,서비스업,tangible_assets,유형자산,697203066577.0,664685242905.0,594172767200.0,538508232797.0,495243874181.0,-8.0
bs,LG화학,051910,화학,tangible_assets,유형자산,13839198000000.0,18593642000000.0,20567475000000.0,24378259000000.0,29662743000000.0,21.7
bs,LIG넥스원,079550,기계,tangible_assets,유형자산,731161866323.0,745471059038.0,743209333499.0,743221908574.0,856228522841.0,15.2
bs,LS,006260,기타금융,tangible_assets,유형자산,2247103000000.0,2283401000000.0,2386919000000.0,2470922000000.0,3488255000000.0,41.2
bs,LS네트웍스,000680,유통업,tangible_assets,유형자산,113120344900.0,111191109189.0,98329696823.0,97993369800.0,96499244413.0,-1.5
bs,LS전선아시아,229640,기타금융,tangible_assets,유형자산,56141993567.0,61906543759.0,56508730305.0,57370020114.0,51426103063.0,-10.4
bs,LX세미콘,108320,전기전자,tangible_assets,유형자산,22952602672.0,21656585106.0,33160184544.0,50262602385.0,105170569415.0,109.2
bs,LX인터내셔널,001120,유통업,tangible_assets,유형자산,669022391781.0,764608220991.0,742371969439.0,806503213420.0,1163339867412.0,44.2
bs,LX하우시스,108670,화학,tangible_assets,유형자산,1277509000000.0,1339828000000.0,1139666000000.0,1171245000000.0,1096652000000.0,-6.4
bs,LX홀딩스,383800,기타금융,tangible_assets,유형자산,,,,6026000000.0,4019000000.0,-33.3
bs,MH에탄올,023150,음식료품,tangible_assets,유형자산,390589051905.0,402623574005.0,395517354686.0,385959511727.0,376473746041.0,-2.5
bs,NAVER,035420,서비스업,tangible_assets,유형자산,1457302209262.0,1596271317726.0,1684563340866.0,2111261659613.0,2457820240295.0,16.4
bs,NICE,034310,서비스업,tangible_assets,유형자산,,541260188965.0,620853713856.0,780522601110.0,866425514533.0,11.0
bs,OCI홀딩스,010060,화학,tangible_assets,유형자산,3257068413000.0,2041856747000.0,1710192003000.0,1617993157000.0,1707973720000.0,5.6
bs,POSCO홀딩스,005490,철강금속,tangible_assets,유형자산,30018272832167.0,29925972800156.0,29400141331761.0,29596698065489.0,31781196297064.0,7.4
bs,S-Oil,010950,화학,tangible_assets,유형자산,9740727000000.0,10139139000000.0,10077801000000.0,9564839000000.0,9588032000000.0,0.2
bs,SBS,034120,서비스업,tangible_assets,유형자산,305077469358.0,313074541360.0,299098841029.0,298345308183.0,310047039261.0,3.9
bs,SGC에너지,005090,전기가스업,tangible_assets,유형자산,,,1451249243971.0,1486011733741.0,1423351282503.0,-4.2
bs,SG글로벌,001380,운수장비,tangible_assets,유형자산,26957680152.0,22830251152.0,26390099513.0,35502048134.0,33100191493.0,-6.8
bs,SG세계물산,004060,유통업,tangible_assets,유형자산,52947006155.0,48292304090.0,7433265288.0,11606174761.0,12562644090.0,8.2
bs,SH에너지화학,002360,화학,tangible_assets,유형자산,30043405815.0,33194337117.0,36567989497.0,34149463964.0,37044118731.0,8.5
bs,SIMPAC,009160,철강금속,tangible_assets,유형자산,257622515171.0,263608239048.0,227992661413.0,221270861450.0,241529414123.0,9.2
bs,SK,034730,기타금융,tangible_assets,유형자산,39715921000000.0,42828327000000.0,45895594000000.0,51393741000000.0,59921872000000.0,16.6
bs,SKC,011790,화학,tangible_assets,유형자산,1978552148784.0,2115916732340.0,2298073369422.0,2486379440429.0,1978765342581.0,-20.4
bs,SK가스,018670,유통업,tangible_assets,유형자산,985468452876.0,927697328242.0,939707049943.0,1059232600785.0,1620792551107.0,53.0
bs,SK네트웍스,001740,유통업,tangible_assets,유형자산,,3341839000000.0,3088121000000.0,3314473000000.0,3666121000000.0,10.6
bs,SK디스커버리,006120,기타금융,tangible_assets,유형자산,1128541396604.0,1026578335360.0,1038778889565.0,1163758581561.0,3335415997466.0,186.6
bs,SK디앤디,210980,서비스업,tangible_assets,유형자산,303567992073.0,345226827617.0,328412187035.0,356566387249.0,359855672307.0,0.9
bs,SK렌터카,068400,서비스업,tangible_assets,유형자산,1020483004512.0,1200767105238.0,1454446325583.0,1760936206273.0,2299010550267.0,30.6
bs,SK바이오사이언스,302440,의약품,tangible_assets,유형자산,,,180992207643.0,210264960079.0,264157638183.0,25.6
bs,SK아이이테크놀로지,361610,전기전자,tangible_assets,유형자산,,588382476000.0,1394021587000.0,1886036399000.0,2560578388000.0,35.8
bs,SK오션플랜트,100090,철강금속,tangible_assets,유형자산,477949933106.0,483157665629.0,465624958647.0,428647036460.0,539608940065.0,25.9
bs,SK이노베이션,096770,화학,tangible_assets,유형자산,,15417502948000.0,17878169500000.0,19337482473000.0,25110563647000.0,29.9
bs,SK케미칼,285130,화학,tangible_assets,유형자산,1103321131405.0,1165064920158.0,1069999627343.0,999245763243.0,1193131058845.0,19.4
bs,SK텔레콤,017670,통신업,tangible_assets,유형자산,10718354000000.0,12933460000000.0,13377077000000.0,12871259000000.0,13322492000000.0,3.5
bs,SK하이닉스,000660,전기전자,tangible_assets,유형자산,34952617000000.0,39949940000000.0,41230562000000.0,53225667000000.0,60228528000000.0,13.2
bs,SNT다이내믹스,003570,운수장비,tangible_assets,유형자산,377499806314.0,371107278900.0,280851586269.0,276326253245.0,280202191855.0,1.4
bs,SNT모티브,064960,운수장비,tangible_assets,유형자산,484051651500.0,376307574435.0,372038529944.0,367340469576.0,365748939516.0,-0.4
bs,SNT에너지,100840,기계,tangible_assets,유형자산,115728393058.0,123257799473.0,122744982375.0,122868342238.0,151306532423.0,23.1
bs,SNT홀딩스,036530,기타금융,tangible_assets,유형자산,869282994383.0,871104105736.0,776099262636.0,765317515968.0,796241785178.0,4.0
bs,SPC삼립,005610,음식료품,tangible_assets,유형자산,323315852717.0,748391949261.0,714410848213.0,680768503134.0,624243160649.0,-8.3
bs,STX,011810,유통업,tangible_assets,유형자산,74249000000.0,90288000000.0,225864000000.0,245426000000.0,218439000000.0,-11.0
bs,STX엔진,077970,기계,tangible_assets,유형자산,279819000000.0,273271000000.0,271996000000.0,294844000000.0,277601000000.0,-5.8
bs,STX중공업,071970,기계,tangible_assets,유형자산,230764529450.0,214685373054.0,304824509097.0,239141451494.0,241806460968.0,1.1
bs,SUN&L,002820,종이목재,tangible_assets,유형자산,281730361113.0,258852035047.0,256579667724.0,250544008520.0,251692334429.0,0.5
bs,TCC스틸,002710,철강금속,tangible_assets,유형자산,55878504260.0,59322335118.0,61181027829.0,63370169669.0,122062847642.0,92.6
bs,TYM,002900,기계,tangible_assets,유형자산,195983392554.0,200757515030.0,212706863870.0,252156267831.0,256670310148.0,1.8
bs,WISCOM,024070,화학,tangible_assets,유형자산,44439518290.0,52422893220.0,54573816407.0,56682021491.0,49559169164.0,-12.6
bs,YG PLUS,037270,서비스업,tangible_assets,유형자산,,10407499584.0,1270954209.0,10001762322.0,7231429993.0,-27.7
